brand,model,manufacture_date,list_time,mileage_v2,gearbox,price
Toyota,vios,2022,2023-09-28 00:17:23.180,20000,MT,415000000.0
Toyota,vios,2022,2023-10-02 06:27:20.151,15000,MT,415000000.0
Toyota,vios,2022,2023-10-02 09:18:44.881,15000,MT,415000000.0
Toyota,vios,2022,2023-10-02 09:18:44.881,15000,MT,415000000.0
Toyota,vios,2022,2023-10-03 12:15:25.760,15000,MT,415000000.0
Toyota,vios,2022,2023-10-03 12:15:25.760,15000,MT,415000000.0
Toyota,vios,2022,2023-10-04 11:24:42.803,15000,MT,415000000.0
Toyota,vios,2022,2023-10-04 11:24:42.803,15000,MT,415000000.0
Toyota,vios,2022,2023-10-01 00:34:56.106,20000,MT,415000000.0
Toyota,vios,2022,2023-10-01 00:34:56.106,20000,MT,415000000.0
Toyota,vios,2022,2023-10-01 00:34:56.106,20000,MT,415000000.0
Toyota,vios,2022,2023-10-01 00:34:56.106,20000,MT,415000000.0
Toyota,vios,2022,2023-10-01 00:34:56.106,20000,MT,415000000.0
Toyota,vios,2022,2023-10-01 00:34:56.106,20000,MT,415000000.0
Toyota,vios,2022,2023-10-01 00:34:56.106,20000,MT,415000000.0
Toyota,vios,2022,2023-10-02 06:27:20.151,15000,MT,415000000.0
Toyota,vios,2022,2023-09-30 00:19:24.851,15000,MT,415000000.0
Toyota,vios,2022,2023-09-29 03:19:02.980,15000,MT,415000000.0
Toyota,vios,2022,2023-09-29 03:19:02.980,15000,MT,415000000.0
Toyota,vios,2022,2023-09-28 00:17:23.180,20000,MT,415000000.0
Toyota,vios,2022,2023-09-27 23:27:39.352,15000,MT,415000000.0
Toyota,vios,2022,2023-09-27 23:27:39.352,15000,MT,415000000.0
Toyota,vios,2022,2023-09-26 12:20:12.781,15000,MT,415000000.0
Toyota,vios,2022,2023-09-26 12:20:12.781,15000,MT,415000000.0
Toyota,vios,2022,2023-09-24 04:31:53.305,15000,MT,415000000.0
Toyota,vios,2022,2023-09-24 04:31:53.305,15000,MT,415000000.0
Toyota,vios,2022,2023-09-24 01:56:38.880,20000,MT,415000000.0
Toyota,vios,2022,2023-09-19 03:08:28.431,15000,MT,415000000.0
Toyota,vios,2022,2023-09-19 03:08:28.431,15000,MT,415000000.0
Toyota,vios,2022,2023-09-19 03:08:28.431,15000,MT,415000000.0
Toyota,vios,2022,2023-09-19 03:08:28.431,15000,MT,415000000.0
Toyota,vios,2022,2023-09-30 00:19:24.851,15000,MT,415000000.0
Toyota,vios,2022,2023-10-01 00:34:56.106,20000,MT,415000000.0
Toyota,vios,2022,2023-08-22 13:03:18.000,9000,MT,420000000.0
Toyota,vios,2022,2023-10-17 06:25:13.891,20700,MT,420000000.0
Toyota,vios,2022,2023-10-05 05:45:06.000,20700,MT,420000000.0
Toyota,vios,2022,2023-10-05 05:45:06.000,20700,MT,420000000.0
Toyota,vios,2022,2023-10-05 05:45:06.000,20700,MT,420000000.0
Toyota,vios,2022,2023-10-05 05:45:06.000,20700,MT,420000000.0
Toyota,vios,2022,2023-10-05 05:45:06.000,20700,MT,420000000.0
Toyota,vios,2022,2023-10-05 05:45:06.000,20700,MT,420000000.0
Toyota,vios,2022,2023-10-24 13:05:17.737,20700,MT,420000000.0
Toyota,vios,2022,2023-10-24 13:05:17.737,20700,MT,420000000.0
Toyota,vios,2022,2023-10-17 06:25:13.891,20700,MT,420000000.0
Toyota,vios,2022,2023-10-17 06:25:13.891,20700,MT,420000000.0
Toyota,vios,2022,2023-10-17 06:25:13.891,20700,MT,420000000.0
Toyota,vios,2022,2023-09-24 03:13:55.000,6600,MT,425000000.0
Toyota,vios,2022,2023-09-24 03:13:55.000,6600,MT,425000000.0
Toyota,vios,2022,2023-10-02 06:23:47.153,60000,MT,425000000.0
Toyota,vios,2022,2023-10-18 02:24:03.000,23000,MT,425000000.0
Toyota,vios,2022,2023-10-18 12:06:05.340,17000,MT,425000000.0
Toyota,vios,2022,2023-09-26 03:13:09.526,6600,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-10-18 11:22:36.419,60000,MT,425000000.0
Toyota,vios,2022,2023-09-26 03:13:09.526,6600,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-10-24 07:48:29.314,23000,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-10-24 07:48:29.314,23000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-10-06 06:04:45.877,60000,MT,425000000.0
Toyota,vios,2022,2023-09-30 01:37:37.000,60000,MT,425000000.0
Toyota,vios,2022,2023-10-06 06:04:45.877,60000,MT,425000000.0
Toyota,vios,2022,2023-10-06 06:04:45.877,60000,MT,425000000.0
Toyota,vios,2022,2023-10-16 02:49:16.519,60000,MT,425000000.0
Toyota,vios,2022,2023-10-16 03:20:27.870,17000,MT,425000000.0
Toyota,vios,2022,2023-09-19 00:37:04.000,33000,MT,425000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,425000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,425000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,425000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,425000000.0
Toyota,vios,2022,2023-10-18 02:24:03.000,23000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-10-02 06:23:47.153,60000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,425000000.0
Toyota,vios,2022,2023-09-12 08:10:22.342,22222,MT,425000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,425000000.0
Toyota,vios,2022,2023-10-04 13:19:52.000,42000,MT,428000000.0
Toyota,vios,2022,2023-10-04 13:19:52.000,42000,MT,428000000.0
Toyota,vios,2022,2023-10-04 13:19:52.000,42000,MT,428000000.0
Toyota,vios,2022,2023-10-04 13:19:52.000,42000,MT,428000000.0
Toyota,vios,2022,2023-10-04 13:19:52.000,42000,MT,428000000.0
Toyota,vios,2022,2023-10-04 13:19:52.000,42000,MT,428000000.0
Toyota,vios,2022,2023-10-12 10:00:54.000,28000,MT,429000000.0
Toyota,vios,2022,2023-10-12 10:00:54.000,28000,MT,429000000.0
Toyota,vios,2022,2023-09-26 08:20:56.000,16200,MT,429000000.0
Toyota,vios,2022,2023-09-26 08:20:56.000,16200,MT,429000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,430000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,430000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,430000000.0
Toyota,vios,2022,2023-09-26 10:52:54.000,16000,MT,430000000.0
Toyota,vios,2022,2023-10-23 01:21:46.449,14500,MT,430000000.0
Toyota,vios,2022,2023-10-12 07:44:10.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-22 13:33:47.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-23 07:52:14.000,6700,MT,430000000.0
Toyota,vios,2022,2023-10-22 13:33:47.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-12 07:44:10.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-12 07:44:10.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-12 07:44:10.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-23 01:21:46.449,14500,MT,430000000.0
Toyota,vios,2022,2023-10-12 07:44:10.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-12 07:44:10.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 08:14:16.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 08:14:16.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 08:14:16.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 08:14:16.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 08:14:16.000,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 11:29:07.117,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 11:29:07.117,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 11:29:07.117,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 11:29:07.117,14500,MT,430000000.0
Toyota,vios,2022,2023-10-11 08:14:16.000,14500,MT,430000000.0
Toyota,vios,2022,2023-09-29 06:15:08.306,25000,MT,439000000.0
Toyota,vios,2022,2023-09-29 06:15:08.306,25000,MT,439000000.0
Toyota,vios,2022,2023-09-29 06:15:08.306,25000,MT,439000000.0
Toyota,vios,2022,2023-09-29 06:15:08.306,25000,MT,439000000.0
Toyota,vios,2022,2023-09-28 06:15:08.251,25000,MT,439000000.0
Toyota,vios,2022,2023-09-29 06:15:08.306,25000,MT,439000000.0
Toyota,vios,2022,2023-09-18 07:15:45.422,25000,MT,439000000.0
Toyota,vios,2022,2023-09-18 07:15:45.422,25000,MT,439000000.0
Toyota,vios,2022,2023-09-29 06:15:08.306,25000,MT,439000000.0
Toyota,vios,2022,2023-09-29 06:15:08.306,25000,MT,439000000.0
Toyota,vios,2022,2023-09-29 06:15:08.306,25000,MT,439000000.0
Toyota,vios,2022,2023-09-28 06:15:08.251,25000,MT,439000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-27 03:11:45.308,16200,MT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-05 06:30:28.000,9100,MT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-09-21 03:36:36.000,55445,AT,440000000.0
Toyota,vios,2022,2023-10-11 03:37:32.384,31000,MT,445000000.0
Toyota,vios,2022,2023-10-11 03:37:32.384,31000,MT,445000000.0
Toyota,vios,2022,2023-10-04 01:29:15.658,31000,MT,445000000.0
Toyota,vios,2022,2023-10-04 01:29:15.658,31000,MT,445000000.0
Toyota,vios,2022,2023-10-04 01:29:15.658,31000,MT,445000000.0
Toyota,vios,2022,2023-10-11 03:37:32.384,31000,MT,445000000.0
Toyota,vios,2022,2023-09-18 15:09:06.070,31000,MT,445000000.0
Toyota,vios,2022,2023-09-18 15:09:06.070,31000,MT,445000000.0
Toyota,vios,2022,2023-09-18 15:09:06.070,31000,MT,445000000.0
Toyota,vios,2022,2023-09-18 15:09:06.070,31000,MT,445000000.0
Toyota,vios,2022,2023-10-04 01:29:15.658,31000,MT,445000000.0
Toyota,vios,2022,2023-09-05 08:39:24.027,22000,AT,448000000.0
Toyota,vios,2022,2023-09-05 08:39:24.027,22000,AT,448000000.0
Toyota,vios,2022,2023-09-05 08:39:24.027,22000,AT,448000000.0
Toyota,vios,2022,2023-09-05 08:39:24.027,22000,AT,448000000.0
Toyota,vios,2022,2023-09-05 08:39:24.027,22000,AT,448000000.0
Toyota,vios,2022,2023-09-30 01:43:21.000,2450,MT,450000000.0
Toyota,vios,2022,2023-10-17 09:43:55.000,28000,AT,450000000.0
Toyota,vios,2022,2023-10-11 02:01:41.180,43163,MT,450000000.0
Toyota,vios,2022,2023-10-08 23:19:57.874,43163,MT,450000000.0
Toyota,vios,2022,2023-10-11 02:01:41.180,43163,MT,450000000.0
Toyota,vios,2022,2023-09-22 12:28:19.000,15000,AT,450000000.0
Toyota,vios,2022,2023-10-11 02:01:41.180,43163,MT,450000000.0
Toyota,vios,2022,2023-10-17 09:43:55.000,28000,AT,450000000.0
Toyota,vios,2022,2023-10-10 03:19:53.000,38000,MT,450000000.0
Toyota,vios,2022,2023-10-10 03:19:53.000,38000,MT,450000000.0
Toyota,vios,2022,2023-10-08 23:19:57.874,43163,MT,450000000.0
Toyota,vios,2022,2023-10-10 03:19:53.000,38000,MT,450000000.0
Toyota,vios,2022,2023-10-10 03:19:53.000,38000,MT,450000000.0
Toyota,vios,2022,2023-10-10 03:19:53.000,38000,MT,450000000.0
Toyota,vios,2022,2023-10-10 03:19:53.000,38000,MT,450000000.0
Toyota,vios,2022,2023-10-10 03:19:53.000,38000,MT,450000000.0
Toyota,vios,2022,2023-10-08 23:19:57.874,43163,MT,450000000.0
Toyota,vios,2022,2023-10-08 23:19:57.874,43163,MT,450000000.0
Toyota,vios,2022,2023-10-10 03:19:53.000,38000,MT,450000000.0
Toyota,vios,2022,2023-09-30 01:43:21.000,2450,MT,450000000.0
Toyota,vios,2022,2023-10-11 02:01:41.180,43163,MT,450000000.0
Toyota,vios,2022,2023-09-30 01:43:21.000,2450,MT,450000000.0
Toyota,vios,2022,2023-10-18 08:38:27.000,46000,AT,450000000.0
Toyota,vios,2022,2023-09-30 01:43:21.000,2450,MT,450000000.0
Toyota,vios,2022,2023-10-05 06:50:46.000,43163,MT,450000000.0
Toyota,vios,2022,2023-10-05 06:50:46.000,43163,MT,450000000.0
Toyota,vios,2022,2023-10-18 08:38:27.000,46000,AT,450000000.0
Toyota,vios,2022,2023-10-23 06:39:58.263,43163,MT,450000000.0
Toyota,vios,2022,2023-10-23 06:39:58.263,43163,MT,450000000.0
Toyota,vios,2022,2023-10-23 06:41:44.867,46000,AT,450000000.0
Toyota,vios,2022,2023-09-30 01:43:21.000,2450,MT,450000000.0
Toyota,vios,2022,2023-10-23 06:41:44.867,46000,AT,450000000.0
Toyota,vios,2022,2023-09-30 01:43:21.000,2450,MT,450000000.0
Toyota,vios,2022,2023-09-30 01:43:21.000,2450,MT,450000000.0
Toyota,vios,2022,2023-09-30 01:43:21.000,2450,MT,450000000.0
Toyota,vios,2022,2023-09-30 01:43:21.000,2450,MT,450000000.0
Toyota,vios,2022,2023-09-28 02:21:31.279,39000,AT,455000000.0
Toyota,vios,2022,2023-09-14 14:08:21.146,39000,AT,455000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-18 00:14:19.000,5200,AT,459000000.0
Toyota,vios,2022,2023-09-10 04:04:54.933,30000,MT,460000000.0
Toyota,vios,2022,2023-09-22 13:51:12.880,38000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-09-13 01:23:55.000,45000,AT,460000000.0
Toyota,vios,2022,2023-09-13 01:23:55.000,45000,AT,460000000.0
Toyota,vios,2022,2023-09-13 01:23:55.000,45000,AT,460000000.0
Toyota,vios,2022,2023-09-13 01:23:55.000,45000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-09-13 01:23:55.000,45000,AT,460000000.0
Toyota,vios,2022,2023-09-13 01:23:55.000,45000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-09-13 01:23:55.000,45000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-09-21 02:46:30.000,35000,AT,460000000.0
Toyota,vios,2022,2023-10-04 02:08:55.205,1,AT,460000000.0
Toyota,vios,2022,2023-10-04 02:08:55.205,1,AT,460000000.0
Toyota,vios,2022,2023-10-04 02:08:55.205,1,AT,460000000.0
Toyota,vios,2022,2023-10-04 02:08:55.205,1,AT,460000000.0
Toyota,vios,2022,2023-09-22 13:51:12.880,38000,AT,460000000.0
Toyota,vios,2022,2023-09-22 09:17:13.000,1,AT,460000000.0
Toyota,vios,2022,2023-09-22 13:51:12.880,38000,AT,460000000.0
